player_id,Name,sWAR,team,hand,IP,SO vlhp,SO v rhp,SO vl+,SO vr+,Pts,Pts.1,BB vlhp,BB v rhp,BB vl+,BB vr+,Pts.2,Pts.3,HIT v lhp,HIT v rhp,Hit vl+,Hit vr+,Pts.4,Pts.5,OB v lhp,OB v rhp,OBP vl+,OBP vr+,Pts.6,Pts.7,TB v lhp,TB v rhp,TB vl+,TB vr+,Pts.8,Pts.9,123B v lhp,123b v rhp,123B vl+,123B vr+,Pts.10,Pts.11,123TB v l,123TB v rhp,123TB vl+,123TB vr+,Pts.12,Pts.13,HR v lhp,HR v rhp,HR vl+,HR vr+,Pts.14,Pts.15,BP v lhp,BP v rhp,BPHR vL,BPHR vR,BPHR vl+,BPHR vr+,Pts.16,Pts.17,BP1B v lhp,BP1b v rhp,BP1B vL+,BP1B vR+,Pts.18,Pts.19,DP vlhp,DP v rhp,DP vl+,DP vr+,Pts.20,Pts.21,HO,Hold,ENDURANCE,cleanEndur,split1,split2,split3,SP,RP,CP,FIELD,Range,Error,BK,WP,BAT-B,STL,SPD,Bunt,Injury,Raw vL,Raw vR,Raw Pts,vL,vR,Total,Injury Roll,Injury Length,1,2,3
12724,Daniel Coulombe,1.46,,L,30,25,46,0,2,0,6,0,7,3,1,3,1,1.6,2.2,2,2,4,4,1.6,9.2,3,2,15,10,6.4,8.8,2,2,4,4,0.0,0.0,3,3,3,3,0.0,0.0,3,3,6,6,1.6,2.2,1,0,5,0,,,2,3,1,0,2,0,0,0,1,1,1,1,12,12,3,3,6,6,-1,-1,R(1) C(0),R(1) C(0),R(1),C(0),,,1.0,0.0,2-0,2,0,0,18,1WL-C,E,10,C,5p30,49,41,90,49,41,45.66666667,0,2,RP,CP,
12785,Edwin Uceta,3.28,,R,42,41,65,2,3,6,9,0,5,3,2,3,2,14.3,0.0,0,3,0,6,14.3,5.0,2,3,10,15,21.8,0.0,1,3,2,6,14.3,0.0,0,3,0,3,21.8,0.0,0,3,0,6,0.0,0.0,2,2,10,10,0.0,,0,0,3,2,6,4,5,0,0,1,0,1,0,0,-3,-3,-6,-6,0,0,R(2) C(4),R(2) C(4),R(2),C(4),,,2.0,4.0,4-0,4,0,0,0,1WR-C,E,10,C,1p30,31,56,87,31,56,45.33333333,4,2,RP,CP,
13413,Tim Herrin,1.24,,L,66,38,31,1,0,3,0,3,18,2,-3,2,-3,2.2,6.3,2,2,4,4,5.2,24.3,2,0,10,0,2.4,11.5,2,2,4,4,2.2,6.3,2,1,2,1,2.4,11.5,2,1,4,2,0.0,0.0,2,2,10,10,,0.0,0,0,3,2,6,4,0,5,1,0,1,0,11,11,3,3,6,6,0,0,R(1),R(1),R(1),,,,1.0,,2-22,2,22,6,11,1WL-C,E,10,C,0p72,52,28,80,52,28,45.0,5,4,RP,,
13452,Tyler Holton,1.58,,L,94,21,24,-1,0,-3,0,0,3,3,2,3,2,4.7,5.1,2,2,4,4,4.7,8.1,2,2,10,10,12.1,9.9,2,2,4,4,3.5,4.3,2,2,2,2,7.3,6.7,1,2,2,4,1.2,0.8,1,1,5,5,,,2,0,1,2,2,4,0,0,1,1,1,1,12,11,3,3,6,6,-2,-2,S(1) R(1) C(4),S(1) R(1) C(4),S(1),R(1),C(4),1.0,1.0,4.0,2-0,2,0,0,0,1WL-C,E,10,C,1p70,36,42,78,36,42,45.0,4,3,SP,RP,CP
13402,Tanner Scott,2.67,,L,72,61,31,3,0,9,0,15,16,-2,-3,-2,-3,0.0,6.0,3,2,6,4,15.0,22.0,2,1,10,5,0.0,6.8,3,2,6,4,0.0,6.0,3,1,3,1,0.0,6.8,3,2,6,4,0.0,0.0,2,2,10,10,,0.0,0,0,3,2,6,4,0,5,1,0,1,0,2,3,-2,-1,-4,-2,0,0,R(1) C(5),R(1) C(5),R(1),C(5),,,1.0,5.0,3-40,3,40,0,0,1WR-C,E,10,C,0p72,51,27,78,51,27,44.0,5,4,RP,CP,
13081,Kirby Yates,2.57,,R,62,51,59,3,3,9,9,18,9,-3,0,-3,0,1.4,0.0,2,3,4,6,19.4,9.0,1,2,5,10,2.4,0.0,2,3,4,6,1.4,0.0,2,3,2,3,2.4,0.0,2,3,4,6,0.0,0.0,2,2,10,10,0.0,,0,0,3,2,6,4,5,0,0,1,0,1,0,0,-3,-3,-6,-6,1,1,R(1) C(6),R(1) C(6),R(1),C(6),,,1.0,6.0,2-23,2,23,11,3,1WL-C,E,10,C,1p50,35,49,84,35,49,43.66666667,4,0,RP,CP,
13294,Raisel Iglesias,2.01,,R,69,35,33,1,1,3,3,0,0,3,3,3,3,5.3,8.0,2,1,4,2,5.3,8.0,2,2,10,10,11.3,15.2,2,1,4,2,5.3,6.6,1,1,1,1,11.3,9.6,1,1,2,2,0.0,1.4,2,1,10,5,,2.0,0,2,3,1,6,2,0,5,1,0,1,0,6,7,1,2,2,4,-3,-3,R(1) C(6),R(1) C(6),R(1),C(6),,,1.0,6.0,2-0,2,0,0,3,1WR-C,E,10,C,1p60,46,34,80,46,34,43.0,4,1,RP,CP,
12751,Dedniel Nunez,1.65,,R,35,49,54,2,3,6,9,4,2,2,3,2,3,11.9,7.6,1,2,2,4,15.9,9.6,1,2,5,10,18.5,14.1,1,2,2,4,11.1,6.4,0,1,0,1,15.3,9.3,1,1,2,2,0.8,1.2,2,1,10,5,1.0,1.0,1,1,2,2,4,4,5,5,0,0,0,0,6,8,1,2,2,4,0,0,R(2) C(0),R(2) C(0),R(2),C(0),,,2.0,0.0,4-51,4,51,20,6,1WR-C,E,10,C,5p20,35,46,81,35,46,41.66666667,0,3,RP,CP,
13164,Mason Miller,1.77,,R,65,70,63,3,3,9,9,4,10,2,-1,2,-1,1.8,1.4,2,2,4,4,5.8,11.4,2,2,10,10,7.2,5.6,2,2,4,4,0.0,0.0,3,3,3,3,0.0,0.0,3,3,6,6,1.8,1.4,0,1,0,5,,,2,2,1,1,2,2,0,0,1,1,1,1,0,1,-3,-2,-6,-4,2,2,R(1) C(6),R(1) C(6),R(1),C(6),,,1.0,6.0,4-0,4,0,0,7,1WR-C,E,10,C,2p60,35,39,74,35,39,40.33333333,3,1,RP,CP,
12818,Framber Valdez,2.3,,L,176,38,25,1,0,3,0,2,10,2,-1,2,-1,12.6,11.6,0,1,0,2,14.6,21.6,2,1,10,5,20.0,15.1,1,1,2,2,11.8,11.0,0,1,0,1,16.8,12.7,0,1,0,2,0.8,0.6,2,2,10,10,1.0,0.0,1,0,2,2,4,4,5,5,0,0,0,0,12,13,3,3,6,6,-2,-2,S(6),S(6),S(6),,,6.0,,,3-8,3,8,2,10,1WR-C,E,10,C,1p70,37,31,68,37,31,40.0,4,3,SP,,
13015,Jose Butto,2.23,,R,74,28,43,0,2,0,6,33,7,-3,1,-3,1,1.3,5.5,2,2,4,4,34.3,12.5,-1,2,-5,10,4.0,13.4,2,2,4,4,0.5,4.3,2,2,2,2,0.8,8.6,2,2,4,4,0.8,1.2,2,1,10,5,,,0,1,3,2,6,4,0,0,1,1,1,1,11,12,3,3,6,6,-2,-2,S(5) R(3) C(2),S(5) R(3) C(2),S(5),R(3),C(2),5.0,3.0,2.0,2-0,2,0,5,6,1WR-C,E,10,C,1p40,29,47,76,29,47,40.0,4,1,SP,RP,CP
12956,Jesus Tinoco,1.95,,R,41,33,31,1,0,3,0,6,6,1,1,1,1,4.3,7.8,2,1,4,2,10.3,13.8,2,2,10,10,7.3,14.0,2,2,4,4,3.3,7.8,2,1,2,1,3.3,14.0,2,1,4,2,1.0,0.0,1,2,5,10,,0.0,1,0,2,2,4,4,0,5,1,0,1,0,4,4,-1,-1,-2,-2,1,1,R(2) C(2),R(2) C(2),R(2),C(2),,,2.0,2.0,4-0,4,0,0,5,1WR-C,E,10,C,1p30,36,32,68,36,32,39.33333333,4,2,RP,CP,
13290,Porter Hodge,1.45,,R,43,57,34,3,1,9,3,13,19,-1,-3,-1,-3,5.7,0.0,2,3,4,6,18.7,19.0,1,1,5,5,13.8,0.0,1,3,2,6,5.7,0.0,1,3,1,3,13.8,0.0,1,3,2,6,0.0,0.0,2,2,10,10,,,0,0,3,2,6,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,-2,-2,R(1) C(4),R(1) C(4),R(1),C(4),,,1.0,4.0,2-0,2,0,0,5,1WR-C,E,10,C,1p40,33,35,68,33,35,38.66666667,4,1,RP,CP,
12580,Blake Snell,1.51,,L,104,61,49,3,2,9,6,13,14,-1,-2,-1,-2,2.2,4.1,2,2,4,4,15.2,18.1,2,1,10,5,2.2,6.7,2,2,4,4,2.2,4.1,2,2,2,2,2.2,6.7,2,2,4,4,0.0,0.0,2,2,10,10,,,0,0,3,2,6,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,3,3,S(5),S(5),S(5),,,5.0,,,2-14,2,14,0,18,1WL-C,E,10,C,3p60,43,32,75,43,32,38.66666667,2,1,SP,,
13451,Tyler Glasnow,1.28,,R,134,47,43,2,2,6,6,6,5,1,2,1,2,8.0,6.7,1,2,2,4,14.0,11.7,2,2,10,10,20.0,16.7,1,1,2,2,6.0,5.1,1,2,1,2,12.0,10.3,1,1,2,2,2.0,1.6,0,1,0,5,,,3,1,0,2,0,4,0,0,1,1,1,1,11,11,3,3,6,6,3,3,S(6),S(6),S(6),,,6.0,,,4-0,4,0,3,20,1WL-C,E,10,C,3p60,31,44,75,31,44,38.33333333,2,1,SP,,
12755,Devin Williams,3.1,,R,22,55,62,3,3,9,9,17,16,-2,-3,-2,-3,5.7,0.0,2,3,4,6,22.7,16.0,0,2,0,10,11.4,0.0,2,3,4,6,5.7,0.0,1,3,1,3,11.4,0.0,1,3,2,6,0.0,0.0,2,2,10,10,,,0,0,3,2,6,4,0,0,1,1,1,1,0,0,-3,-3,-6,-6,0,0,R(1) C(5),R(1) C(5),R(1),C(5),,,1.0,5.0,3-0,3,0,0,10,1WR-C,E,10,C,5p20,29,46,75,29,46,37.66666667,0,3,RP,CP,
12965,Joe Jimenez,1.26,,R,69,41,40,2,2,6,6,6,11,1,-1,1,-1,7.9,8.8,1,1,2,2,13.9,19.8,2,1,10,5,8.9,14.0,2,2,4,4,7.9,8.8,1,1,1,1,8.9,14.0,1,1,2,2,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,1,1,-2,-2,-4,-4,-1,-1,R(1) C(2),R(1) C(2),R(1),C(2),,,1.0,2.0,3-21,3,21,0,0,1WR-C,E,10,C,1p60,38,29,67,38,29,37.0,4,1,RP,CP,
13118,Logan Gilbert,1.21,,R,209,41,31,2,0,6,0,1,1,3,3,3,3,11.5,7.0,1,2,2,4,12.5,8.0,2,2,10,10,26.5,18.9,0,1,0,2,9.1,4.6,1,2,1,2,16.9,9.3,0,1,0,2,2.4,2.4,0,0,0,0,4.0,,4,3,-1,0,-2,0,5,0,0,1,0,1,11,12,3,3,6,6,0,0,S(6*),S(6),S(6),,,6.0,,,5-21,5,21,0,13,1WR-C,E,10,C,0p72,26,30,56,26,30,36.33333333,5,4,SP,,
12831,Garrett Crochet,2.02,,L,146,48,53,2,3,6,9,9,2,0,3,0,3,10.6,10.6,1,1,2,2,19.5,12.6,1,2,5,10,14.0,22.9,1,1,2,2,10.6,8.2,0,1,0,1,14.0,13.3,1,1,2,2,0.0,2.4,2,0,10,0,0.0,4.0,0,4,3,-1,6,-2,5,5,0,0,0,0,4,3,-1,-1,-2,-2,2,2,S(4),S(4),S(4),,,4.0,,,5-10,5,10,2,4,1WL-C,E,10,C,0p72,31,25,56,31,25,36.0,5,4,SP,,
12601,Brant Hurter,2.06,,L,45,32,14,1,-2,3,-6,0,0,3,3,3,3,11.4,9.4,1,1,2,2,11.4,9.4,2,2,10,10,14.3,22.5,1,1,2,2,11.0,7.4,0,1,0,1,12.7,14.5,1,1,2,2,0.4,2.0,2,0,10,0,0.0,,0,2,3,1,6,2,5,0,0,1,0,1,9,9,3,3,6,6,-3,-3,S(4) R(4),S(4) R(4),S(4),R(4),,4.0,4.0,,4-0,4,0,9,0,1WL-C,E,10,C,1p30,44,23,67,44,23,36.0,4,2,SP,RP,
13124,Lucas Erceg,0.93,,R,62,45,33,2,1,6,3,7,1,1,3,1,3,10.9,11.2,1,1,2,2,17.9,12.2,1,2,5,10,16.3,16.5,1,1,2,2,10.9,11.2,0,0,0,0,16.3,16.5,0,0,0,0,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,5,4,0,-1,0,-2,-2,-2,R(1) C(4),R(1) C(4),R(1),C(4),,,1.0,4.0,4-23,4,23,7,19,1WL-C,E,10,C,1p50,32,32,64,32,32,36.0,4,0,RP,CP,
13332,Ryan Helsley,2.17,,R,66,43,39,2,2,6,6,6,9,1,0,1,0,15.3,7.8,0,1,0,2,21.3,16.8,1,1,5,5,16.0,7.8,1,2,2,4,15.3,7.8,0,1,0,1,16.0,7.8,0,2,0,4,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,4,5,-1,0,-2,0,-1,-1,R(1) C(6),R(1) C(6),R(1),C(6),,,1.0,6.0,4-0,4,0,0,3,1WR-C,E,10,C,1p60,28,36,64,28,36,35.66666667,4,1,RP,CP,
13433,Trevor Megill,1.35,,R,46,39,35,2,1,6,3,7,1,1,3,1,3,13.5,10.8,0,1,0,2,20.5,11.8,1,2,5,10,14.3,16.8,1,1,2,2,13.5,8.8,0,1,0,1,14.3,8.8,1,2,2,4,0.0,2.0,2,0,10,0,0.0,3.0,0,3,3,0,6,0,5,5,0,0,0,0,13,12,3,3,6,6,9,9,R(1) C(5),R(1) C(5),R(1),C(5),,,1.0,5.0,3-0,3,0,0,20,1WL-C,E,10,C,4p40,38,31,69,38,31,35.33333333,1,1,RP,CP,
12950,Jeremiah Estrada,0.94,,R,61,59,52,3,3,9,9,11,10,-1,-1,-1,-1,3.8,8.9,2,1,4,2,14.8,18.9,2,1,10,5,5.6,14.0,2,2,4,4,3.8,8.1,2,1,2,1,5.6,10.8,2,1,4,2,0.0,0.8,2,1,10,5,,1.0,0,1,3,2,6,4,0,5,1,0,1,0,0,0,-3,-3,-6,-6,-3,-3,R(1) C(0),R(1) C(0),R(1),C(0),,,1.0,0.0,3-24,3,24,0,19,1WS-C,E,10,C,1p50,43,25,68,43,25,35.0,4,0,RP,CP,
13400,Tanner Houck,1.76,,R,179,16,27,-2,0,-6,0,7,4,1,2,1,2,9.9,17.8,1,0,2,0,16.9,21.8,1,1,5,5,13.7,20.8,1,1,2,2,9.9,17.8,1,-1,1,-1,13.7,20.8,1,0,2,0,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,8,8,2,2,4,4,0,0,S(6),S(6),S(6),,,6.0,,,2-0,2,0,0,2,1WR-C,E,10,C,1p70,27,26,53,27,26,33.33333333,4,3,SP,,
12575,Ben Joyce,2.35,,R,35,36,18,1,-1,3,-3,12,14,-1,-2,-1,-2,5.8,13.6,2,0,4,0,17.8,27.6,1,0,5,0,5.8,13.6,2,2,4,4,5.8,13.6,1,0,1,0,5.8,13.6,2,1,4,2,0.0,0.0,2,2,10,10,0.0,0.0,0,0,3,2,6,4,5,5,0,0,0,0,10,12,3,3,6,6,-2,-2,R(1) C(3),R(1) C(3),R(1),C(3),,,1.0,3.0,4-42,4,42,0,20,1WR-C,E,10,C,2p30,42,21,63,42,21,33.0,3,2,RP,CP,
12653,Carlos Estevez,1.83,,R,55,29,26,0,0,0,0,0,0,3,3,3,3,7.9,7.3,1,2,2,4,7.9,7.3,2,2,10,10,12.7,19.8,2,1,4,2,6.3,6.3,1,1,1,1,6.3,15.8,2,1,4,2,1.6,1.0,1,1,5,5,2.0,0.0,2,0,1,2,2,4,5,5,0,0,0,0,3,3,-1,-1,-2,-2,-1,-1,R(1) C(5),R(1) C(5),R(1),C(5),,,1.0,5.0,3-26,3,26,0,13,1WR-C,E,10,C,1p50,29,29,58,29,29,33.0,4,0,RP,CP,
13077,Kevin Kelly,1.15,,R,71,19,29,-1,0,-3,0,0,0,3,3,3,3,13.4,16.1,0,0,0,0,13.4,16.1,2,2,10,10,21.0,21.8,1,1,2,2,12.0,15.3,0,0,0,0,15.4,18.6,0,0,0,0,1.4,0.8,1,1,5,5,1.0,1.0,1,1,2,2,4,4,5,5,0,0,0,0,9,9,3,3,6,6,0,0,R(1) C(0),R(1) C(0),R(1),C(0),,,1.0,0.0,3-0,3,0,0,2,1WR-C,E,10,C,1p60,27,30,57,27,30,33.0,4,1,RP,CP,
12626,Bryan Hudson,2.89,,L,62,33,35,1,1,3,3,15,4,-2,2,-2,2,0.4,2.8,2,2,4,4,15.4,6.8,1,3,5,15,1.6,11.2,2,2,4,4,0.0,0.0,3,3,3,3,0.0,0.0,3,3,6,6,0.4,2.8,2,-1,10,-5,,,0,5,3,-2,6,-4,0,0,1,1,1,1,2,2,-2,-2,-4,-4,-2,-2,R(2),R(2),R(2),,,,2.0,,2-0,2,0,7,3,1WL-C,E,10,C,2p40,36,25,61,36,25,32.66666667,3,1,RP,,
13265,Osvaldo Bido,2.01,,R,63,21,38,-1,1,-3,3,18,9,-3,0,-3,0,0.0,12.7,3,1,6,2,18.0,21.7,1,1,5,5,0.0,25.3,3,0,6,0,0.0,12.7,3,0,3,0,0.0,25.3,3,-1,6,-2,0.0,0.0,2,2,10,10,,,0,0,3,2,6,4,0,0,1,1,1,1,6,5,1,0,2,0,2,2,S(5) R(4),S(5) R(4),S(5),R(4),,5.0,4.0,,4-23,4,23,0,10,1WR-C,E,10,C,2p40,39,23,62,39,23,32.33333333,3,1,SP,RP,
13150,Manuel Rodriguez,1.4,,R,38,14,35,-2,1,-6,3,9,3,0,2,0,2,7.4,6.9,1,2,2,4,16.5,9.9,1,2,5,10,7.4,16.8,2,1,4,2,7.4,4.1,1,2,1,2,7.4,5.6,1,2,2,4,0.0,2.8,2,-1,10,-5,0.0,5.0,0,5,3,-2,6,-4,5,5,0,0,0,0,11,11,3,3,6,6,-2,-2,R(1) C(1),R(1) C(1),R(1),C(1),,,1.0,1.0,3-0,3,0,0,12,1WR-C,E,10,C,1p30,30,24,54,30,24,32.0,4,2,RP,CP,
13071,Kenley Jansen,1.14,,R,55,38,39,1,2,3,6,7,11,1,-1,1,-1,7.5,6.2,1,2,2,4,14.4,17.1,2,1,10,5,12.5,13.5,2,2,4,4,7.1,5.4,1,2,1,2,10.9,10.3,1,1,2,2,0.4,0.8,2,1,10,5,1.0,,1,0,2,2,4,4,5,0,0,1,0,1,0,0,-3,-3,-6,-6,8,8,R(1) C(6),R(1) C(6),R(1),C(6),,,1.0,6.0,5-0,5,0,11,8,1WS-C,E,10,C,1p50,31,26,57,31,26,31.66666667,4,0,RP,CP,
13088,Kyle Bradish,1.91,,R,39,51,43,3,2,9,6,8,15,0,-3,0,-3,5.0,10.4,2,1,4,2,13.0,25.4,2,0,10,0,9.8,23.0,2,1,4,2,5.0,10.4,1,1,1,1,9.8,23.0,1,0,2,0,0.0,0.0,2,2,10,10,0.0,,0,0,3,2,6,4,5,0,0,1,0,1,5,3,0,-1,0,-2,-6,-6,S(5),S(5),S(5),,,5.0,,,2-0,2,0,0,11,1WR-C,E,10,C,6p20,46,21,67,46,21,31.33333333,-1,3,SP,,
13368,Seth Lugo,2.31,,R,207,26,19,0,-1,0,-3,6,1,1,3,1,3,17.8,11.5,0,1,0,2,23.8,12.5,0,2,0,10,28.0,19.4,0,1,0,2,17.8,10.1,-1,1,-1,1,28.0,13.8,-1,1,-2,2,0.0,1.4,2,1,10,5,0.0,1.0,0,1,3,2,6,4,5,5,0,0,0,0,8,8,2,2,4,4,-1,-1,S(6*),S(6),S(6),,,6.0,,,1-0,1,0,0,4,1WR-C,E,10,C,0p72,18,30,48,18,30,31.0,5,4,SP,,
13033,Josh Hader,0.41,,L,71,63,49,3,2,9,6,12,10,-1,-1,-1,-1,0.0,5.7,3,2,6,4,12.0,15.6,2,2,10,10,0.0,21.0,3,1,6,2,0.0,1.2,3,2,3,2,0.0,3.0,3,2,6,4,0.0,4.5,2,-2,10,-10,,7.0,0,7,3,-3,6,-6,0,5,1,0,1,0,3,0,-1,-3,-2,-6,-2,-2,R(1) C(6),R(1) C(6),R(1),C(6),,,1.0,6.0,2-0,2,0,10,13,1WL-C,E,10,C,0p72,54,5,59,54,5,30.33333333,5,4,RP,CP,
13524,Zack Wheeler,2.75,,R,200,33,42,1,2,3,6,11,0,-1,3,-1,3,11.5,3.8,1,2,2,4,22.6,3.8,0,3,0,15,28.4,4.9,0,2,0,4,8.9,3.8,1,2,1,2,18.0,4.9,0,2,0,4,2.6,0.0,-1,2,-5,10,3.0,0.0,3,0,0,2,0,4,5,5,0,0,0,0,7,6,2,1,4,2,0,0,S(6*),S(6),S(6),,,6.0,,,1-0,1,0,0,9,1WL-C,E,10,C,0p72,4,54,58,4,54,29.66666667,5,4,SP,,
